fecha,tipo_transporte,num_usuarios,tiempo_viaje_promedio_min,ruta_popular
2021-03-18,Taxi,852,48,ProLiant Village - GreenLake Shores
2021-03-19,Bicicleta,2665,50,ProLiant Village - Aruba Central
2021-03-20,Bicicleta,363,58,Alletra City - Aruba Central
2021-03-21,Autobús,1099,35,Apollo Heights - Aruba Central
2021-03-22,Bicicleta,4593,59,GreenLake Shores - HPE Innovation Hub
2021-03-23,Tranvía,4208,59,GreenLake Shores - ProLiant Village
2021-03-24,Bicicleta,3018,45,Simplivity Springs - Ezmeral Valley
2021-03-25,Coche Compartido,1004,33,Composable Cloud - Nimble Peak
2021-03-26,Tranvía,2674,17,Composable Cloud - Simplivity Springs
2021-03-27,Coche Compartido,3329,21,Ezmeral Valley - Apollo Heights
2021-03-28,Tranvía,1171,40,ProLiant Village - Simplivity Springs
2021-03-29,Autobús,3558,19,Ezmeral Valley - HPE Innovation Hub
2021-03-30,Bicicleta,1817,57,ProLiant Village - Composable Cloud
2021-03-31,Bicicleta,1375,18,Simplivity Springs - Nimble Peak
2021-04-01,Tranvía,3073,19,Aruba Central - GreenLake Shores
2021-04-02,Autobús,866,21,Apollo Heights - Alletra City
2021-04-03,Bicicleta,1294,58,HPE Innovation Hub - ProLiant Village
2021-04-04,Bicicleta,2551,34,HPE Innovation Hub - Alletra City
2021-04-05,Metro,1723,31,Alletra City - Composable Cloud
2021-04-06,Coche Compartido,1161,33,Apollo Heights - Aruba Central
2021-04-07,Taxi,4819,22,Composable Cloud - Nimble Peak
2021-04-08,Bicicleta,3044,29,Aruba Central - HPE Innovation Hub
2021-04-09,Bicicleta,3557,58,Alletra City - Nimble Peak
2021-04-10,Taxi,670,26,Composable Cloud - Ezmeral Valley
2021-04-11,Autobús,643,39,Composable Cloud - Nimble Peak
2021-04-12,Taxi,1569,58,Simplivity Springs - HPE Innovation Hub
2021-04-13,Coche Compartido,936,35,Composable Cloud - ProLiant Village
2021-04-14,Taxi,2664,19,Ezmeral Valley - Simplivity Springs
2021-04-15,Coche Compartido,1699,40,Nimble Peak - HPE Innovation Hub
2021-04-16,Autobús,2467,43,Aruba Central - Nimble Peak
2021-04-17,Autobús,1164,44,Nimble Peak - Aruba Central
2021-04-18,Autobús,697,40,Ezmeral Valley - Aruba Central
2021-04-19,Bicicleta,985,17,Apollo Heights - Nimble Peak
2021-04-20,Metro,3493,27,HPE Innovation Hub - Simplivity Springs
2021-04-21,Bicicleta,1840,10,Apollo Heights - Simplivity Springs
2021-04-22,Bicicleta,2384,15,HPE Innovation Hub - Alletra City
2021-04-23,Taxi,1147,13,Aruba Central - Ezmeral Valley
2021-04-24,Tranvía,2620,41,ProLiant Village - Nimble Peak
2021-04-25,Metro,912,22,ProLiant Village - Composable Cloud
2021-04-26,Taxi,2893,40,ProLiant Village - Alletra City
2021-04-27,Taxi,1215,22,GreenLake Shores - Aruba Central
2021-04-28,Metro,2147,45,Ezmeral Valley - Aruba Central
2021-04-29,Coche Compartido,1779,43,Apollo Heights - Alletra City
2021-04-30,Autobús,1992,12,Alletra City - HPE Innovation Hub
2021-05-01,Metro,450,24,Nimble Peak - Ezmeral Valley
2021-05-02,Coche Compartido,1504,18,ProLiant Village - HPE Innovation Hub
2021-05-03,Taxi,5147,53,HPE Innovation Hub - ProLiant Village
2021-05-04,Coche Compartido,2741,51,ProLiant Village - Alletra City
2021-05-05,Autobús,2617,23,Ezmeral Valley - HPE Innovation Hub
2021-05-06,Taxi,1510,27,HPE Innovation Hub - Simplivity Springs
2021-05-07,Metro,747,33,Aruba Central - Simplivity Springs
2021-05-08,Tranvía,2836,16,Ezmeral Valley - ProLiant Village
2021-05-09,Metro,1195,14,Aruba Central - Apollo Heights
2021-05-10,Metro,2579,51,ProLiant Village - Composable Cloud
2021-05-11,Tranvía,2083,33,Composable Cloud - ProLiant Village
2021-05-12,Bicicleta,4082,50,Ezmeral Valley - Simplivity Springs
2021-05-13,Autobús,5524,20,Nimble Peak - Ezmeral Valley
2021-05-14,Bicicleta,4537,55,Nimble Peak - Ezmeral Valley
2021-05-15,Taxi,1018,49,Alletra City - ProLiant Village
2021-05-16,Tranvía,643,30,Apollo Heights - Aruba Central
2021-05-17,Coche Compartido,3340,56,GreenLake Shores - Ezmeral Valley
2021-05-18,Tranvía,709,54,Composable Cloud - Alletra City
2021-05-19,Tranvía,1459,47,Composable Cloud - Ezmeral Valley
2021-05-20,Tranvía,4892,30,Simplivity Springs - Apollo Heights
2021-05-21,Metro,2351,30,Ezmeral Valley - Aruba Central
2021-05-22,Taxi,1084,12,Composable Cloud - HPE Innovation Hub
2021-05-23,Tranvía,519,29,GreenLake Shores - Nimble Peak
2021-05-24,Autobús,1253,56,Simplivity Springs - ProLiant Village
2021-05-25,Coche Compartido,1136,45,ProLiant Village - HPE Innovation Hub
2021-05-26,Bicicleta,5154,13,ProLiant Village - GreenLake Shores
2021-05-27,Bicicleta,1142,25,Ezmeral Valley - GreenLake Shores
2021-05-28,Tranvía,3329,55,HPE Innovation Hub - Simplivity Springs
2021-05-29,Tranvía,939,51,Aruba Central - Ezmeral Valley
2021-05-30,Taxi,2918,34,GreenLake Shores - Apollo Heights
2021-05-31,Metro,962,16,Ezmeral Valley - Alletra City
2021-06-01,Bicicleta,3942,49,Composable Cloud - Nimble Peak
2021-06-02,Autobús,2130,57,Alletra City - Simplivity Springs
2021-06-03,Coche Compartido,3098,51,Simplivity Springs - Apollo Heights
2021-06-04,Coche Compartido,2407,29,ProLiant Village - Apollo Heights
2021-06-05,Metro,888,33,Simplivity Springs - Ezmeral Valley
2021-06-06,Tranvía,1967,53,Nimble Peak - Composable Cloud
2021-06-07,Metro,1587,38,ProLiant Village - Simplivity Springs
2021-06-08,Autobús,3621,49,Ezmeral Valley - GreenLake Shores
2021-06-09,Metro,3225,52,GreenLake Shores - Nimble Peak
2021-06-10,Taxi,2611,19,Aruba Central - GreenLake Shores
2021-06-11,Tranvía,4392,19,HPE Innovation Hub - Alletra City
2021-06-12,Tranvía,1120,60,GreenLake Shores - Alletra City
2021-06-13,Autobús,1997,48,Alletra City - HPE Innovation Hub
2021-06-14,Coche Compartido,1548,57,Alletra City - ProLiant Village
2021-06-15,Coche Compartido,3991,57,Apollo Heights - Aruba Central
2021-06-16,Metro,1626,50,Nimble Peak - Alletra City
2021-06-17,Bicicleta,913,53,Ezmeral Valley - Apollo Heights
2021-06-18,Bicicleta,2942,29,Composable Cloud - Ezmeral Valley
2021-06-19,Coche Compartido,859,42,Aruba Central - ProLiant Village
2021-06-20,Metro,318,43,HPE Innovation Hub - Composable Cloud
2021-06-21,Metro,3235,30,Nimble Peak - Aruba Central
2021-06-22,Taxi,2141,56,Composable Cloud - GreenLake Shores
2021-06-23,Metro,3822,15,ProLiant Village - Alletra City
2021-06-24,Taxi,1539,22,Aruba Central - Nimble Peak
2021-06-25,Autobús,2640,31,Alletra City - HPE Innovation Hub
2021-06-26,Tranvía,1773,34,Composable Cloud - Ezmeral Valley
2021-06-27,Tranvía,1228,29,ProLiant Village - Ezmeral Valley
2021-06-28,Autobús,2602,54,Nimble Peak - HPE Innovation Hub
2021-06-29,Metro,2456,32,ProLiant Village - Simplivity Springs
2021-06-30,Autobús,2533,52,GreenLake Shores - Ezmeral Valley
2021-07-01,Metro,1168,10,HPE Innovation Hub - Alletra City
2021-07-02,Metro,1224,55,ProLiant Village - Aruba Central
2021-07-03,Taxi,1692,37,Simplivity Springs - Nimble Peak
2021-07-04,Autobús,2735,18,Composable Cloud - ProLiant Village
2021-07-05,Metro,3582,24,Composable Cloud - Ezmeral Valley
2021-07-06,Tranvía,3598,51,Ezmeral Valley - Aruba Central
2021-07-07,Metro,1130,38,GreenLake Shores - Composable Cloud
2021-07-08,Metro,3134,30,GreenLake Shores - HPE Innovation Hub
2021-07-09,Autobús,2585,12,HPE Innovation Hub - Alletra City
2021-07-10,Coche Compartido,1199,40,Apollo Heights - Nimble Peak
2021-07-11,Taxi,379,35,ProLiant Village - Ezmeral Valley
2021-07-12,Taxi,3866,25,Simplivity Springs - ProLiant Village
2021-07-13,Metro,3585,58,GreenLake Shores - Aruba Central
2021-07-14,Coche Compartido,708,30,Alletra City - Ezmeral Valley
2021-07-15,Metro,4381,38,Nimble Peak - Ezmeral Valley
2021-07-16,Autobús,4262,55,Nimble Peak - HPE Innovation Hub
2021-07-17,Taxi,913,22,Alletra City - Apollo Heights
2021-07-18,Metro,577,23,Simplivity Springs - Aruba Central
2021-07-19,Metro,3157,16,Nimble Peak - ProLiant Village
2021-07-20,Autobús,731,46,GreenLake Shores - Nimble Peak
2021-07-21,Autobús,1802,24,Apollo Heights - Aruba Central
2021-07-22,Bicicleta,5468,13,Simplivity Springs - Alletra City
2021-07-23,Coche Compartido,1506,11,Simplivity Springs - Aruba Central
2021-07-24,Tranvía,484,49,GreenLake Shores - Composable Cloud
2021-07-25,Coche Compartido,470,38,Aruba Central - Ezmeral Valley
2021-07-26,Tranvía,1608,39,Nimble Peak - Simplivity Springs
2021-07-27,Bicicleta,2988,59,Nimble Peak - Composable Cloud
2021-07-28,Taxi,3336,45,ProLiant Village - Alletra City
2021-07-29,Bicicleta,4524,17,Simplivity Springs - Nimble Peak
2021-07-30,Taxi,1313,28,Alletra City - Simplivity Springs
2021-07-31,Bicicleta,808,28,HPE Innovation Hub - Apollo Heights
2021-08-01,Metro,1955,30,Nimble Peak - Simplivity Springs
2021-08-02,Autobús,1760,48,Ezmeral Valley - Alletra City
2021-08-03,Metro,4727,33,Composable Cloud - Alletra City
2021-08-04,Bicicleta,3659,16,ProLiant Village - Nimble Peak
2021-08-05,Bicicleta,4964,12,Ezmeral Valley - Nimble Peak
2021-08-06,Tranvía,1481,39,Aruba Central - ProLiant Village
2021-08-07,Bicicleta,2254,23,Aruba Central - Apollo Heights
2021-08-08,Tranvía,885,39,Apollo Heights - Ezmeral Valley
2021-08-09,Autobús,2583,15,Nimble Peak - Ezmeral Valley
2021-08-10,Tranvía,2283,28,Nimble Peak - Simplivity Springs
2021-08-11,Bicicleta,1916,11,HPE Innovation Hub - Ezmeral Valley
2021-08-12,Taxi,1152,26,Alletra City - HPE Innovation Hub
2021-08-13,Tranvía,1454,13,Alletra City - Aruba Central
2021-08-14,Tranvía,930,22,Nimble Peak - Simplivity Springs
2021-08-15,Taxi,445,38,GreenLake Shores - Aruba Central
2021-08-16,Autobús,3188,15,HPE Innovation Hub - GreenLake Shores
2021-08-17,Tranvía,2724,10,ProLiant Village - Ezmeral Valley
2021-08-18,Autobús,3800,36,Composable Cloud - Ezmeral Valley
2021-08-19,Autobús,1051,37,Apollo Heights - Simplivity Springs
2021-08-20,Tranvía,3137,47,Composable Cloud - Nimble Peak
2021-08-21,Taxi,325,39,Alletra City - Composable Cloud
2021-08-22,Taxi,853,60,Nimble Peak - Simplivity Springs
2021-08-23,Metro,2953,12,Apollo Heights - Aruba Central
2021-08-24,Coche Compartido,5630,53,Simplivity Springs - Alletra City
2021-08-25,Metro,2626,27,Alletra City - Apollo Heights
2021-08-26,Metro,4906,22,HPE Innovation Hub - Apollo Heights
2021-08-27,Metro,3685,29,Aruba Central - Nimble Peak
2021-08-28,Tranvía,1335,20,Aruba Central - Simplivity Springs
2021-08-29,Metro,1039,26,Ezmeral Valley - Apollo Heights
2021-08-30,Taxi,1822,20,Aruba Central - ProLiant Village
2021-08-31,Tranvía,2869,40,Apollo Heights - Ezmeral Valley
2021-09-01,Tranvía,2149,34,ProLiant Village - GreenLake Shores
2021-09-02,Tranvía,3408,17,Apollo Heights - HPE Innovation Hub
2021-09-03,Coche Compartido,1732,23,GreenLake Shores - Ezmeral Valley
2021-09-04,Coche Compartido,952,27,Composable Cloud - ProLiant Village
2021-09-05,Bicicleta,2363,44,ProLiant Village - GreenLake Shores
2021-09-06,Metro,3186,47,Ezmeral Valley - GreenLake Shores
2021-09-07,Taxi,1799,41,HPE Innovation Hub - Apollo Heights
2021-09-08,Coche Compartido,2109,40,GreenLake Shores - Nimble Peak
2021-09-09,Metro,1936,22,Alletra City - Ezmeral Valley
2021-09-10,Coche Compartido,1481,15,ProLiant Village - HPE Innovation Hub
2021-09-11,Autobús,1067,45,Ezmeral Valley - HPE Innovation Hub
2021-09-12,Taxi,2349,48,Alletra City - GreenLake Shores
2021-09-13,Coche Compartido,4765,41,Alletra City - Nimble Peak
2021-09-14,Coche Compartido,1086,60,Nimble Peak - Aruba Central
2021-09-15,Metro,3088,34,Nimble Peak - Apollo Heights
2021-09-16,Tranvía,2421,11,GreenLake Shores - Ezmeral Valley
2021-09-17,Metro,1145,28,Nimble Peak - Ezmeral Valley
2021-09-18,Metro,1203,39,Apollo Heights - Nimble Peak
2021-09-19,Coche Compartido,1918,57,Aruba Central - HPE Innovation Hub
2021-09-20,Tranvía,2867,27,GreenLake Shores - Simplivity Springs
2021-09-21,Tranvía,2620,36,ProLiant Village - Simplivity Springs
2021-09-22,Bicicleta,1989,51,ProLiant Village - Aruba Central
2021-09-23,Taxi,1892,31,Alletra City - Apollo Heights
2021-09-24,Taxi,1297,48,Ezmeral Valley - GreenLake Shores
2021-09-25,Tranvía,1906,39,Alletra City - Simplivity Springs
2021-09-26,Coche Compartido,890,18,Alletra City - Simplivity Springs
2021-09-27,Coche Compartido,919,56,GreenLake Shores - Composable Cloud
2021-09-28,Tranvía,1778,50,Apollo Heights - Nimble Peak
2021-09-29,Autobús,958,28,Nimble Peak - Simplivity Springs
2021-09-30,Coche Compartido,1736,48,GreenLake Shores - Composable Cloud
2021-10-01,Coche Compartido,1920,10,ProLiant Village - GreenLake Shores
2021-10-02,Taxi,1809,10,Simplivity Springs - HPE Innovation Hub
2021-10-03,Tranvía,1031,52,Simplivity Springs - ProLiant Village
2021-10-04,Metro,3596,38,Ezmeral Valley - Nimble Peak
2021-10-05,Bicicleta,3667,33,Simplivity Springs - GreenLake Shores
2021-10-06,Coche Compartido,3284,16,HPE Innovation Hub - Simplivity Springs
2021-10-07,Taxi,1767,23,GreenLake Shores - Apollo Heights
2021-10-08,Autobús,2562,58,Aruba Central - Ezmeral Valley
2021-10-09,Metro,787,20,GreenLake Shores - Composable Cloud
2021-10-10,Bicicleta,849,26,Composable Cloud - ProLiant Village
2021-10-11,Tranvía,2650,35,Apollo Heights - Ezmeral Valley
2021-10-12,Bicicleta,2051,11,HPE Innovation Hub - Composable Cloud
2021-10-13,Bicicleta,4470,46,Composable Cloud - ProLiant Village
2021-10-14,Bicicleta,2337,58,Nimble Peak - Ezmeral Valley
2021-10-15,Autobús,1440,24,Ezmeral Valley - ProLiant Village
2021-10-16,Metro,2698,11,HPE Innovation Hub - Ezmeral Valley
2021-10-17,Bicicleta,745,17,ProLiant Village - Aruba Central
2021-10-18,Metro,1740,25,Ezmeral Valley - Simplivity Springs
2021-10-19,Bicicleta,662,50,Apollo Heights - Nimble Peak
2021-10-20,Autobús,4545,14,ProLiant Village - HPE Innovation Hub
2021-10-21,Metro,2750,34,Alletra City - Aruba Central
2021-10-22,Tranvía,1799,47,Nimble Peak - GreenLake Shores
2021-10-23,Metro,537,16,Composable Cloud - Aruba Central
2021-10-24,Bicicleta,1901,36,Alletra City - ProLiant Village
2021-10-25,Metro,1227,31,Ezmeral Valley - GreenLake Shores
2021-10-26,Autobús,3495,35,Apollo Heights - Aruba Central
2021-10-27,Bicicleta,4398,59,Apollo Heights - Nimble Peak
2021-10-28,Taxi,4460,24,HPE Innovation Hub - GreenLake Shores
2021-10-29,Taxi,1128,39,GreenLake Shores - Nimble Peak
2021-10-30,Autobús,944,49,Simplivity Springs - Nimble Peak
2021-10-31,Autobús,2687,45,Aruba Central - Composable Cloud
2021-11-01,Metro,4766,25,Ezmeral Valley - ProLiant Village
2021-11-02,Taxi,2590,55,Aruba Central - Apollo Heights
2021-11-03,Metro,916,14,Ezmeral Valley - HPE Innovation Hub
2021-11-04,Bicicleta,3195,48,GreenLake Shores - HPE Innovation Hub
2021-11-05,Tranvía,2129,29,Alletra City - HPE Innovation Hub
2021-11-06,Bicicleta,2208,42,GreenLake Shores - ProLiant Village
2021-11-07,Bicicleta,374,26,Aruba Central - Alletra City
2021-11-08,Autobús,724,17,HPE Innovation Hub - Nimble Peak
2021-11-09,Bicicleta,3907,44,Ezmeral Valley - Aruba Central
2021-11-10,Coche Compartido,2444,26,HPE Innovation Hub - Ezmeral Valley
2021-11-11,Bicicleta,4988,12,Simplivity Springs - Aruba Central
2021-11-12,Bicicleta,841,34,Alletra City - Apollo Heights
2021-11-13,Bicicleta,556,40,ProLiant Village - Apollo Heights
2021-11-14,Taxi,2537,57,Ezmeral Valley - GreenLake Shores
2021-11-15,Metro,1753,46,Aruba Central - Apollo Heights
2021-11-16,Bicicleta,1187,26,Ezmeral Valley - Aruba Central
2021-11-17,Bicicleta,3036,26,HPE Innovation Hub - Simplivity Springs
2021-11-18,Coche Compartido,2809,29,Apollo Heights - Aruba Central
2021-11-19,Metro,2570,21,Composable Cloud - Nimble Peak
2021-11-20,Taxi,1699,57,Simplivity Springs - Ezmeral Valley
2021-11-21,Tranvía,2034,39,Simplivity Springs - Apollo Heights
2021-11-22,Coche Compartido,2267,15,Apollo Heights - Nimble Peak
2021-11-23,Coche Compartido,4672,41,Apollo Heights - Nimble Peak
2021-11-24,Autobús,956,27,Alletra City - Simplivity Springs
2021-11-25,Metro,3239,20,ProLiant Village - HPE Innovation Hub
2021-11-26,Taxi,1680,58,Apollo Heights - Alletra City
2021-11-27,Coche Compartido,1247,51,HPE Innovation Hub - Alletra City
2021-11-28,Autobús,1681,38,Apollo Heights - Simplivity Springs
2021-11-29,Metro,1989,28,Ezmeral Valley - Composable Cloud
2021-11-30,Bicicleta,2206,52,GreenLake Shores - ProLiant Village
2021-12-01,Coche Compartido,3184,24,ProLiant Village - Ezmeral Valley
2021-12-02,Bicicleta,2654,34,Apollo Heights - Nimble Peak
2021-12-03,Bicicleta,2184,31,Simplivity Springs - Apollo Heights
2021-12-04,Tranvía,3013,48,Simplivity Springs - Composable Cloud
2021-12-05,Taxi,336,38,Simplivity Springs - Alletra City
2021-12-06,Bicicleta,2716,21,Composable Cloud - Nimble Peak
2021-12-07,Coche Compartido,1372,41,Aruba Central - Simplivity Springs
2021-12-08,Metro,1377,52,GreenLake Shores - Nimble Peak
2021-12-09,Coche Compartido,1804,14,Apollo Heights - Alletra City
2021-12-10,Metro,3450,39,Aruba Central - Apollo Heights
2021-12-11,Bicicleta,1613,58,Nimble Peak - GreenLake Shores
2021-12-12,Coche Compartido,3247,41,Apollo Heights - HPE Innovation Hub
2021-12-13,Metro,3922,43,GreenLake Shores - Ezmeral Valley
2021-12-14,Coche Compartido,3604,57,Simplivity Springs - ProLiant Village
2021-12-15,Bicicleta,1879,18,Ezmeral Valley - ProLiant Village
2021-12-16,Autobús,2799,53,Apollo Heights - HPE Innovation Hub
2021-12-17,Coche Compartido,1094,60,Composable Cloud - HPE Innovation Hub
2021-12-18,Metro,553,10,HPE Innovation Hub - ProLiant Village
2021-12-19,Tranvía,735,22,Nimble Peak - GreenLake Shores
2021-12-20,Metro,1616,42,Alletra City - GreenLake Shores
2021-12-21,Taxi,1069,34,Aruba Central - HPE Innovation Hub
2021-12-22,Taxi,1131,32,Nimble Peak - Ezmeral Valley
2021-12-23,Bicicleta,4020,20,Apollo Heights - Alletra City
2021-12-24,Taxi,1302,48,GreenLake Shores - Simplivity Springs
2021-12-25,Taxi,2179,52,Ezmeral Valley - Composable Cloud
2021-12-26,Autobús,1670,57,Alletra City - Nimble Peak
2021-12-27,Metro,2130,56,HPE Innovation Hub - Simplivity Springs
2021-12-28,Bicicleta,1744,22,Apollo Heights - Simplivity Springs
2021-12-29,Bicicleta,3513,51,Nimble Peak - ProLiant Village
2021-12-30,Taxi,2696,27,ProLiant Village - GreenLake Shores
2021-12-31,Autobús,1476,31,Ezmeral Valley - Nimble Peak
2022-01-01,Taxi,477,16,Apollo Heights - Alletra City
2022-01-02,Tranvía,740,17,Composable Cloud - Alletra City
2022-01-03,Autobús,1676,11,Simplivity Springs - ProLiant Village
2022-01-04,Coche Compartido,1780,53,ProLiant Village - HPE Innovation Hub
2022-01-05,Taxi,1361,52,Composable Cloud - Aruba Central
2022-01-06,Coche Compartido,2059,34,GreenLake Shores - Apollo Heights
2022-01-07,Taxi,3904,24,Nimble Peak - ProLiant Village
2022-01-08,Tranvía,575,58,Nimble Peak - Alletra City
2022-01-09,Bicicleta,2262,30,Apollo Heights - ProLiant Village
2022-01-10,Taxi,2699,55,Ezmeral Valley - GreenLake Shores
2022-01-11,Coche Compartido,1861,15,Alletra City - Composable Cloud
2022-01-12,Autobús,5642,44,GreenLake Shores - HPE Innovation Hub
2022-01-13,Coche Compartido,1568,28,Aruba Central - ProLiant Village
2022-01-14,Metro,2548,32,Apollo Heights - ProLiant Village
2022-01-15,Coche Compartido,3306,32,GreenLake Shores - Simplivity Springs
2022-01-16,Tranvía,3238,38,HPE Innovation Hub - Apollo Heights
2022-01-17,Metro,3083,23,Composable Cloud - Alletra City
2022-01-18,Bicicleta,3227,20,Ezmeral Valley - GreenLake Shores
2022-01-19,Taxi,1672,45,ProLiant Village - HPE Innovation Hub
2022-01-20,Bicicleta,1004,32,Nimble Peak - GreenLake Shores
2022-01-21,Taxi,3163,48,Simplivity Springs - HPE Innovation Hub
2022-01-22,Tranvía,1641,56,Composable Cloud - Ezmeral Valley
2022-01-23,Bicicleta,2024,29,Alletra City - Composable Cloud
2022-01-24,Bicicleta,2682,19,Alletra City - Apollo Heights
2022-01-25,Metro,1335,18,Ezmeral Valley - Aruba Central
2022-01-26,Autobús,4009,20,Apollo Heights - Simplivity Springs
2022-01-27,Taxi,2590,14,Nimble Peak - Apollo Heights
2022-01-28,Autobús,2468,27,Composable Cloud - ProLiant Village
2022-01-29,Autobús,1014,47,Nimble Peak - Aruba Central
2022-01-30,Coche Compartido,2321,43,Nimble Peak - Aruba Central
2022-01-31,Coche Compartido,4343,30,Simplivity Springs - Alletra City
2022-02-01,Bicicleta,2176,16,Composable Cloud - GreenLake Shores
2022-02-02,Metro,1359,33,Aruba Central - Simplivity Springs
2022-02-03,Tranvía,1463,48,Alletra City - Aruba Central
2022-02-04,Autobús,3663,13,ProLiant Village - Simplivity Springs
2022-02-05,Autobús,815,46,Nimble Peak - Apollo Heights
2022-02-06,Metro,1041,36,Simplivity Springs - HPE Innovation Hub
2022-02-07,Metro,1159,26,Apollo Heights - Composable Cloud
2022-02-08,Tranvía,2682,15,Simplivity Springs - ProLiant Village
2022-02-09,Coche Compartido,1305,11,Apollo Heights - Composable Cloud
2022-02-10,Autobús,1354,55,Simplivity Springs - HPE Innovation Hub
2022-02-11,Coche Compartido,2733,15,HPE Innovation Hub - Composable Cloud
2022-02-12,Bicicleta,1264,59,Aruba Central - HPE Innovation Hub
2022-02-13,Autobús,2253,37,ProLiant Village - Ezmeral Valley
2022-02-14,Bicicleta,3371,12,HPE Innovation Hub - Simplivity Springs
2022-02-15,Tranvía,1569,36,Simplivity Springs - GreenLake Shores
2022-02-16,Metro,5599,34,Nimble Peak - Simplivity Springs
2022-02-17,Metro,1390,16,Composable Cloud - GreenLake Shores
2022-02-18,Autobús,1763,12,Aruba Central - HPE Innovation Hub
2022-02-19,Coche Compartido,1637,23,ProLiant Village - Composable Cloud
2022-02-20,Metro,2251,13,Simplivity Springs - Ezmeral Valley
2022-02-21,Metro,1097,18,ProLiant Village - Aruba Central
2022-02-22,Bicicleta,1236,20,Aruba Central - Alletra City
2022-02-23,Metro,4281,28,Ezmeral Valley - Simplivity Springs
2022-02-24,Autobús,3050,10,Nimble Peak - Ezmeral Valley
2022-02-25,Bicicleta,2520,32,Alletra City - Apollo Heights
2022-02-26,Metro,1942,18,Composable Cloud - Alletra City
2022-02-27,Taxi,1981,53,Ezmeral Valley - Apollo Heights
2022-02-28,Tranvía,2594,15,HPE Innovation Hub - Simplivity Springs
2022-03-01,Autobús,3543,26,Ezmeral Valley - Simplivity Springs
2022-03-02,Bicicleta,2594,47,Simplivity Springs - HPE Innovation Hub
2022-03-03,Autobús,2832,11,ProLiant Village - Composable Cloud
2022-03-04,Tranvía,2677,32,Nimble Peak - Apollo Heights
2022-03-05,Tranvía,1657,54,Simplivity Springs - HPE Innovation Hub
2022-03-06,Autobús,555,48,GreenLake Shores - ProLiant Village
2022-03-07,Coche Compartido,3202,53,GreenLake Shores - Nimble Peak
2022-03-08,Metro,2319,31,Ezmeral Valley - Alletra City
2022-03-09,Tranvía,5005,21,ProLiant Village - Nimble Peak
2022-03-10,Autobús,2510,12,Nimble Peak - Alletra City
2022-03-11,Tranvía,722,10,Aruba Central - HPE Innovation Hub
2022-03-12,Metro,546,28,HPE Innovation Hub - GreenLake Shores
2022-03-13,Coche Compartido,776,47,Aruba Central - HPE Innovation Hub
2022-03-14,Bicicleta,1028,58,GreenLake Shores - Alletra City
2022-03-15,Metro,787,57,ProLiant Village - Simplivity Springs
2022-03-16,Tranvía,4782,17,HPE Innovation Hub - Ezmeral Valley
2022-03-17,Tranvía,2004,12,Apollo Heights - Ezmeral Valley
2022-03-18,Bicicleta,1232,22,Ezmeral Valley - HPE Innovation Hub
2022-03-19,Tranvía,2196,36,GreenLake Shores - HPE Innovation Hub
2022-03-20,Bicicleta,2360,60,ProLiant Village - Alletra City
2022-03-21,Autobús,1040,55,GreenLake Shores - HPE Innovation Hub
2022-03-22,Tranvía,5055,32,HPE Innovation Hub - Composable Cloud
2022-03-23,Taxi,2391,14,HPE Innovation Hub - Ezmeral Valley
2022-03-24,Taxi,2574,12,Aruba Central - Composable Cloud
2022-03-25,Taxi,1508,16,Nimble Peak - Alletra City
2022-03-26,Coche Compartido,1988,17,Aruba Central - Alletra City
2022-03-27,Metro,1657,52,HPE Innovation Hub - GreenLake Shores
2022-03-28,Metro,1968,51,Aruba Central - Alletra City
2022-03-29,Bicicleta,4792,18,Ezmeral Valley - HPE Innovation Hub
2022-03-30,Metro,3329,21,HPE Innovation Hub - Ezmeral Valley
2022-03-31,Taxi,676,44,Composable Cloud - Nimble Peak
2022-04-01,Coche Compartido,2344,57,Simplivity Springs - Alletra City
2022-04-02,Metro,2796,39,Simplivity Springs - Alletra City
2022-04-03,Bicicleta,2741,35,ProLiant Village - Aruba Central
2022-04-04,Bicicleta,573,54,Aruba Central - Alletra City
2022-04-05,Taxi,1967,58,Composable Cloud - HPE Innovation Hub
2022-04-06,Tranvía,2066,25,Apollo Heights - HPE Innovation Hub
2022-04-07,Coche Compartido,1592,24,Ezmeral Valley - Aruba Central
2022-04-08,Metro,1979,51,Aruba Central - HPE Innovation Hub
2022-04-09,Tranvía,2628,54,Simplivity Springs - Aruba Central
2022-04-10,Autobús,1314,39,Composable Cloud - Aruba Central
2022-04-11,Taxi,1149,33,ProLiant Village - HPE Innovation Hub
2022-04-12,Tranvía,976,17,Alletra City - GreenLake Shores
2022-04-13,Coche Compartido,673,55,ProLiant Village - Alletra City
2022-04-14,Bicicleta,3215,46,GreenLake Shores - Composable Cloud
2022-04-15,Taxi,1170,54,Apollo Heights - HPE Innovation Hub
2022-04-16,Bicicleta,2062,52,HPE Innovation Hub - Simplivity Springs
2022-04-17,Coche Compartido,806,50,Apollo Heights - GreenLake Shores
2022-04-18,Metro,3027,51,Nimble Peak - Simplivity Springs
2022-04-19,Autobús,1161,24,HPE Innovation Hub - Simplivity Springs
2022-04-20,Tranvía,1551,19,GreenLake Shores - Ezmeral Valley
2022-04-21,Autobús,3958,16,Nimble Peak - Composable Cloud
2022-04-22,Bicicleta,717,39,GreenLake Shores - Composable Cloud
2022-04-23,Taxi,1214,13,Ezmeral Valley - Aruba Central
2022-04-24,Taxi,2221,22,Alletra City - Ezmeral Valley
